Order_ID,Customer_Name,Delivery_Time,Route,Distance_km,Order_Date,Delivery_Date,Delivery_Status,Delay_Reason,Price
1769,Nayantara Aurora,14,Mumbai-Pune,1168,5/12/2023 0:00,5/26/2023 0:00,On Time,,645
1770,Lavanya Saha,9,Delhi-Kolkata,1595,7/17/2023 0:00,7/26/2023 0:00,Delayed,Traffic,2438
1771,Saanvi Sharaf,14,Mumbai-Bangalore,470,2/16/2023 0:00,3/2/2023 0:00,Delayed,Weather,1926
1772,Kismat Sankaran,14,Pune-Mumbai,1978,8/16/2023 0:00,8/30/2023 0:00,Delayed,Traffic,998
1773,Madhup Chhabra,4,Delhi-Hyderabad,751,9/2/2023 0:00,9/6/2023 0:00,Early,,1465
1774,Faiyaz Kurian,13,Mumbai-Pune,788,7/22/2023 0:00,8/4/2023 0:00,On Time,,1059
1775,Baiju Tak,14,Kolkata-Chennai,833,9/18/2023 0:00,10/2/2023 0:00,On Time,,1722
1776,Vanya Sathe,14,Pune-Mumbai,191,6/27/2023 0:00,7/11/2023 0:00,Delayed,Traffic,2106
1777,Siya Sagar,13,Mumbai-Bangalore,1145,1/24/2023 0:00,2/6/2023 0:00,On Time,,1423
1778,Vedika Bali,4,Kolkata-Chennai,271,6/24/2023 0:00,6/28/2023 0:00,On Time,,2026
1779,Amira Shan,14,Delhi-Mumbai,1727,10/1/2023 0:00,10/15/2023 0:00,On Time,,2127
1780,Divit Ahluwalia,3,Delhi-Hyderabad,1315,12/6/2023 0:00,12/9/2023 0:00,On Time,,902
1781,Abram Verma,2,Chennai-Hyderabad,1200,9/18/2023 0:00,9/20/2023 0:00,Early,,1475
1782,Ojas Joshi,9,Bangalore-Chennai,1404,10/13/2023 0:00,10/22/2023 0:00,On Time,,1732
1783,Aradhya Dar,10,Mumbai-Pune,1487,1/1/2023 0:00,1/11/2023 0:00,Early,,841
1784,Jivin Wason,10,Bangalore-Chennai,278,3/27/2023 0:00,4/6/2023 0:00,On Time,,2374
1785,Nitara Lala,12,Pune-Mumbai,337,12/4/2023 0:00,12/16/2023 0:00,On Time,,1571
1786,Samar Krishnamurthy,9,Bangalore-Chennai,1258,3/10/2023 0:00,3/19/2023 0:00,On Time,,1040
1787,Shlok Garde,6,Chennai-Hyderabad,976,1/31/2023 0:00,2/6/2023 0:00,On Time,,1699
1788,Heer Bal,2,Hyderabad-Chennai,1001,7/17/2023 0:00,7/19/2023 0:00,Delayed,Route Issue,1010
1789,Yuvaan Ravi,10,Pune-Mumbai,379,4/1/2023 0:00,4/11/2023 0:00,On Time,,518
1790,Lagan Doshi,7,Delhi-Hyderabad,1142,12/15/2023 0:00,12/22/2023 0:00,On Time,,994
1791,Vaibhav Mangat,13,Kolkata-Chennai,1718,1/16/2023 0:00,1/29/2023 0:00,On Time,,854
1792,Amira Kumer,8,Delhi-Hyderabad,839,11/6/2023 0:00,11/14/2023 0:00,On Time,,1058
1793,Madhav Gera,9,Bangalore-Chennai,470,10/3/2023 0:00,10/12/2023 0:00,On Time,,844
1794,Stuvan Malhotra,14,Delhi-Kolkata,1900,12/4/2023 0:00,12/18/2023 0:00,Early,,1583
1795,Rasha Bora,6,Pune-Mumbai,1235,6/11/2023 0:00,6/17/2023 0:00,On Time,,1187
1796,Samarth Yadav,7,Kolkata-Chennai,1886,7/11/2023 0:00,7/18/2023 0:00,Delayed,Traffic,2290
1797,Alia Bhat,13,Mumbai-Bangalore,1799,5/31/2023 0:00,6/13/2023 0:00,On Time,,2439
1798,Mahika Thakur,14,Delhi-Mumbai,969,12/31/2023 0:00,1/14/2024 0:00,On Time,,728
1799,Tanya Dasgupta,8,Delhi-Hyderabad,1803,4/23/2023 0:00,5/1/2023 0:00,On Time,,646
1800,Zain Goel,8,Delhi-Hyderabad,1118,9/30/2023 0:00,10/8/2023 0:00,On Time,,1821
1801,Eshani Dubey,3,Pune-Mumbai,320,6/25/2023 0:00,6/28/2023 0:00,Early,,1856
1802,Kanav Varghese,12,Delhi-Kolkata,1019,5/29/2023 0:00,6/10/2023 0:00,Delayed,Route Issue,2274
1803,Ritvik Kashyap,13,Bangalore-Chennai,403,6/27/2023 0:00,7/10/2023 0:00,Early,,831
1804,Shanaya Hora,2,Bangalore-Chennai,1826,8/11/2023 0:00,8/13/2023 0:00,Delayed,Weather,932
1805,Kismat Bhagat,9,Pune-Mumbai,1448,9/16/2023 0:00,9/25/2023 0:00,On Time,,898
1806,Vedika Kari,6,Delhi-Hyderabad,1560,9/30/2023 0:00,10/6/2023 0:00,Delayed,Traffic,2223
1807,Ehsaan Sundaram,11,Kolkata-Chennai,537,7/8/2023 0:00,7/19/2023 0:00,Delayed,Weather,1335
1808,Vivaan Sha,3,Delhi-Mumbai,1293,11/2/2023 0:00,11/5/2023 0:00,Delayed,Route Issue,1858
1809,Vidur Karpe,4,Pune-Mumbai,474,3/31/2023 0:00,4/4/2023 0:00,On Time,,1732
1810,Eva Chand,7,Kolkata-Chennai,1680,12/9/2023 0:00,12/16/2023 0:00,On Time,,1934
1811,Advika Raj,11,Kolkata-Chennai,480,9/19/2023 0:00,9/30/2023 0:00,On Time,,1086
1812,Ivan Barad,7,Mumbai-Bangalore,1085,6/5/2023 0:00,6/12/2023 0:00,On Time,,2218
1813,Anay Barad,9,Chennai-Hyderabad,113,7/19/2023 0:00,7/28/2023 0:00,On Time,,1098
1814,Zoya Dyal,6,Hyderabad-Chennai,842,2/24/2023 0:00,3/2/2023 0:00,Delayed,Route Issue,1794
1815,Anika Gopal,6,Delhi-Mumbai,768,9/11/2023 0:00,9/17/2023 0:00,On Time,,1703
1816,Rati Kala,8,Mumbai-Pune,599,6/22/2023 0:00,6/30/2023 0:00,On Time,,1938
1817,Ira Dalal,11,Delhi-Kolkata,1769,7/19/2023 0:00,7/30/2023 0:00,On Time,,1256
1818,Renee Ranganathan,14,Hyderabad-Chennai,1514,4/12/2023 0:00,4/26/2023 0:00,Delayed,Weather,845
1819,Oorja Magar,6,Mumbai-Bangalore,1672,10/12/2023 0:00,10/18/2023 0:00,On Time,,2042
1820,Drishya Banik,10,Delhi-Mumbai,664,5/31/2023 0:00,6/10/2023 0:00,Early,,2304
1821,Nitya Chandran,7,Bangalore-Chennai,629,4/21/2023 0:00,4/28/2023 0:00,Early,,1961
1822,Anya Dada,8,Hyderabad-Chennai,591,9/23/2023 0:00,10/1/2023 0:00,Early,,1536
1823,Zain Doctor,13,Bangalore-Chennai,1673,4/1/2023 0:00,4/14/2023 0:00,On Time,,1927
1824,Kismat Tak,9,Delhi-Kolkata,1822,6/26/2023 0:00,7/5/2023 0:00,On Time,,1237
1825,Hridaan De,14,Bangalore-Chennai,1508,8/19/2023 0:00,9/2/2023 0:00,Early,,2301
1826,Khushi Dugal,6,Delhi-Kolkata,1319,1/29/2023 0:00,2/4/2023 0:00,Delayed,Weather,2277
1827,Urvi Sehgal,12,Delhi-Mumbai,854,10/28/2023 0:00,11/9/2023 0:00,Early,,879
1828,Neelofar Borde,5,Delhi-Hyderabad,399,7/14/2023 0:00,7/19/2023 0:00,On Time,,2215
1829,Tejas Dey,13,Delhi-Kolkata,914,11/3/2023 0:00,11/16/2023 0:00,On Time,,920
1830,Jhanvi Saxena,9,Kolkata-Chennai,646,8/27/2023 0:00,9/5/2023 0:00,On Time,,1703
1831,Mannat Dugal,13,Mumbai-Pune,826,12/23/2023 0:00,1/5/2024 0:00,Delayed,Route Issue,2161
1832,Anaya Krishnan,11,Mumbai-Pune,830,9/24/2023 0:00,10/5/2023 0:00,Delayed,Traffic,1510
1833,Nakul Badal,10,Pune-Mumbai,927,8/2/2023 0:00,8/12/2023 0:00,On Time,,1806
1834,Saksham Saha,2,Mumbai-Pune,701,3/23/2023 0:00,3/25/2023 0:00,On Time,,917
1835,Shanaya Bhattacharyya,4,Pune-Mumbai,1431,5/8/2023 0:00,5/12/2023 0:00,On Time,,855
1836,Saksham Kara,13,Mumbai-Pune,1375,9/19/2023 0:00,10/2/2023 0:00,Delayed,Weather,2225
1837,Samiha Toor,5,Delhi-Kolkata,1131,3/8/2023 0:00,3/13/2023 0:00,On Time,,515
1838,Hansh Kapadia,14,Kolkata-Chennai,867,3/3/2023 0:00,3/17/2023 0:00,On Time,,814
1839,Kashvi Mammen,8,Delhi-Hyderabad,974,5/13/2023 0:00,5/21/2023 0:00,On Time,,1032
1840,Inaaya  Goda,7,Bangalore-Chennai,1331,5/17/2023 0:00,5/24/2023 0:00,On Time,,1539
1841,Lakshit Singhal,11,Mumbai-Bangalore,1036,1/28/2023 0:00,2/8/2023 0:00,Early,,1988
1842,Dishani Sachar,11,Mumbai-Pune,230,7/30/2023 0:00,8/10/2023 0:00,Delayed,Traffic,1986
1843,Sahil Rajan,12,Delhi-Hyderabad,1859,7/24/2023 0:00,8/5/2023 0:00,Delayed,Weather,2304
1844,Shayak Gupta,2,Delhi-Hyderabad,1832,9/10/2023 0:00,9/12/2023 0:00,Delayed,Route Issue,1044
1845,Siya Sharaf,5,Delhi-Kolkata,1777,2/7/2023 0:00,2/12/2023 0:00,On Time,,1193
1846,Vihaan Kannan,7,Delhi-Mumbai,1887,2/12/2023 0:00,2/19/2023 0:00,Delayed,Traffic,568
1847,Jayan Chadha,4,Delhi-Mumbai,707,4/27/2023 0:00,5/1/2023 0:00,Early,,910
1848,Rohan Dhingra,3,Mumbai-Pune,125,7/9/2023 0:00,7/12/2023 0:00,Delayed,Route Issue,1575
1849,Dhruv Shere,3,Mumbai-Bangalore,1746,2/15/2023 0:00,2/18/2023 0:00,On Time,,1588
1850,Dhanuk Vohra,11,Mumbai-Pune,1577,6/15/2023 0:00,6/26/2023 0:00,Delayed,Weather,1311
1851,Aarna Golla,13,Mumbai-Pune,734,11/1/2023 0:00,11/14/2023 0:00,Early,,2449
1852,Advik Wagle,13,Pune-Mumbai,1309,7/22/2023 0:00,8/4/2023 0:00,On Time,,1418
1853,Shamik Vala,5,Kolkata-Chennai,583,8/21/2023 0:00,8/26/2023 0:00,On Time,,1346
1854,Samarth Deshmukh,14,Kolkata-Chennai,779,9/2/2023 0:00,9/16/2023 0:00,Early,,1239
1855,Amira Mahajan,2,Mumbai-Bangalore,1174,7/28/2023 0:00,7/30/2023 0:00,Early,,1990
1856,Drishya Varghese,11,Pune-Mumbai,104,9/5/2023 0:00,9/16/2023 0:00,On Time,,2257
1857,Rati Madan,3,Delhi-Hyderabad,688,10/22/2023 0:00,10/25/2023 0:00,On Time,,1795
1858,Alisha Kapoor,14,Pune-Mumbai,1283,11/23/2023 0:00,12/7/2023 0:00,On Time,,938
1859,Yuvaan Chawla,11,Mumbai-Pune,307,6/7/2023 0:00,6/18/2023 0:00,On Time,,1029
1860,Kanav Choudhury,3,Delhi-Mumbai,356,1/1/2023 0:00,1/4/2023 0:00,Early,,1229
1861,Advika Vohra,5,Hyderabad-Chennai,1328,8/5/2023 0:00,8/10/2023 0:00,On Time,,772
1862,Baiju Raju,5,Mumbai-Bangalore,1890,9/6/2023 0:00,9/11/2023 0:00,On Time,,958
1863,Ranbir Lala,2,Delhi-Hyderabad,110,3/10/2023 0:00,3/12/2023 0:00,Early,,1319
1864,Jhanvi Varty,8,Delhi-Kolkata,1048,1/30/2023 0:00,2/7/2023 0:00,On Time,,1696
1865,Kiaan Kumar,8,Hyderabad-Chennai,107,4/25/2023 0:00,5/3/2023 0:00,Delayed,Weather,1067
1866,Arhaan Kapur,11,Hyderabad-Chennai,1532,1/8/2023 0:00,1/19/2023 0:00,On Time,,1360
1867,Piya Sant,12,Pune-Mumbai,1035,10/2/2023 0:00,10/14/2023 0:00,Delayed,Traffic,2473
1868,Biju Chatterjee,11,Bangalore-Chennai,131,11/11/2023 0:00,11/22/2023 0:00,Early,,2044
1869,Sumer Karan,11,Hyderabad-Chennai,639,12/1/2023 0:00,12/12/2023 0:00,On Time,,996
1870,Prisha Sarin,2,Mumbai-Pune,1841,2/5/2023 0:00,2/7/2023 0:00,Delayed,Route Issue,2436
1871,Dhanush Krish,12,Chennai-Hyderabad,1104,11/7/2023 0:00,11/19/2023 0:00,Early,,1294
1872,Darshit Sem,9,Delhi-Mumbai,486,2/13/2023 0:00,2/22/2023 0:00,Early,,1304
1873,Reyansh Loke,11,Delhi-Mumbai,1351,6/4/2023 0:00,6/15/2023 0:00,On Time,,2057
1874,Divij Devi,8,Chennai-Hyderabad,739,3/18/2023 0:00,3/26/2023 0:00,On Time,,1595
1875,Nirvaan Mann,8,Kolkata-Chennai,1890,3/19/2023 0:00,3/27/2023 0:00,On Time,,2486
1876,Sara Sheth,12,Mumbai-Pune,1598,4/11/2023 0:00,4/23/2023 0:00,On Time,,1433
1877,Krish Sinha,7,Delhi-Kolkata,1847,1/30/2023 0:00,2/6/2023 0:00,On Time,,2390
1878,Shayak Hayer,13,Hyderabad-Chennai,1874,2/8/2023 0:00,2/21/2023 0:00,On Time,,1491
1879,Hrishita Bhat,5,Kolkata-Chennai,306,8/27/2023 0:00,9/1/2023 0:00,Delayed,Weather,1339
1880,Vanya Ghose,12,Mumbai-Pune,1441,1/13/2023 0:00,1/25/2023 0:00,On Time,,1695
1881,Vidur Grover,9,Pune-Mumbai,1918,5/2/2023 0:00,5/11/2023 0:00,Delayed,Route Issue,1134
1882,Lakshay Bedi,3,Delhi-Mumbai,1880,5/24/2023 0:00,5/27/2023 0:00,Delayed,Weather,1102
1883,Pranay Sarna,8,Kolkata-Chennai,656,6/21/2023 0:00,6/29/2023 0:00,On Time,,1235
1884,Zeeshan Saran,4,Mumbai-Bangalore,1740,9/4/2023 0:00,9/8/2023 0:00,On Time,,1815
1885,Bhamini Krishna,4,Hyderabad-Chennai,447,9/4/2023 0:00,9/8/2023 0:00,Delayed,Route Issue,2389
1886,Kismat Kumer,8,Hyderabad-Chennai,892,2/14/2023 0:00,2/22/2023 0:00,On Time,,1775
1887,Yakshit Bajaj,13,Delhi-Kolkata,333,9/10/2023 0:00,9/23/2023 0:00,On Time,,1932
1888,Yakshit Rege,4,Bangalore-Chennai,1824,10/18/2023 0:00,10/22/2023 0:00,Delayed,Route Issue,1490
1889,Aarush Varty,6,Mumbai-Bangalore,1167,7/26/2023 0:00,8/1/2023 0:00,On Time,,2333
1890,Jiya Varma,9,Hyderabad-Chennai,1105,1/7/2023 0:00,1/16/2023 0:00,Delayed,Route Issue,866
1891,Dishani Srinivas,14,Delhi-Hyderabad,836,8/30/2023 0:00,9/13/2023 0:00,Early,,755
1892,Stuvan Dugal,5,Mumbai-Bangalore,1041,4/20/2023 0:00,4/25/2023 0:00,On Time,,2048
1893,Vaibhav Kakar,8,Hyderabad-Chennai,1265,4/24/2023 0:00,5/2/2023 0:00,Delayed,Weather,939
1894,Gatik Bumb,8,Chennai-Hyderabad,1771,11/3/2023 0:00,11/11/2023 0:00,On Time,,1858
1895,Indrajit Chandra,3,Mumbai-Bangalore,275,10/29/2023 0:00,11/1/2023 0:00,Delayed,Weather,2153
1896,Umang Anne,9,Mumbai-Pune,1777,10/3/2023 0:00,10/12/2023 0:00,Delayed,Weather,934
1897,Lakshay Agarwal,11,Mumbai-Bangalore,548,4/6/2023 0:00,4/17/2023 0:00,On Time,,1189
1898,Pari Yadav,13,Delhi-Kolkata,691,10/21/2023 0:00,11/3/2023 0:00,On Time,,1984
1899,Hridaan Bali,11,Pune-Mumbai,181,7/8/2023 0:00,7/19/2023 0:00,Delayed,Weather,807
1900,Tiya Choudhary,10,Pune-Mumbai,234,12/26/2023 0:00,1/5/2024 0:00,On Time,,2196
1901,Mehul Varty,7,Pune-Mumbai,1842,10/15/2023 0:00,10/22/2023 0:00,Early,,1618
1902,Jivin Bains,6,Mumbai-Pune,955,6/3/2023 0:00,6/9/2023 0:00,On Time,,908
1903,Lavanya Madan,2,Kolkata-Chennai,1300,2/27/2023 0:00,3/1/2023 0:00,On Time,,2403
1904,Kartik Agate,2,Pune-Mumbai,1506,12/4/2023 0:00,12/6/2023 0:00,On Time,,1325
1905,Yashvi Sagar,10,Delhi-Mumbai,1366,2/19/2023 0:00,3/1/2023 0:00,Delayed,Weather,1691
1906,Vihaan Behl,5,Mumbai-Pune,1690,7/26/2023 0:00,7/31/2023 0:00,Delayed,Weather,586
1907,Saanvi Dara,2,Kolkata-Chennai,1264,2/21/2023 0:00,2/23/2023 0:00,On Time,,2457
1908,Riaan Mandal,12,Delhi-Mumbai,1580,12/8/2023 0:00,12/20/2023 0:00,Delayed,Weather,502
1909,Arnav Sagar,11,Delhi-Mumbai,539,5/30/2023 0:00,6/10/2023 0:00,Delayed,Weather,871
1910,Stuvan Thakkar,13,Delhi-Mumbai,1179,2/22/2023 0:00,3/7/2023 0:00,On Time,,2051
1911,Gatik Gokhale,4,Delhi-Hyderabad,1650,8/1/2023 0:00,8/5/2023 0:00,On Time,,1141
1912,Sara Krishna,7,Delhi-Kolkata,796,3/7/2023 0:00,3/14/2023 0:00,On Time,,1546
1913,Dhanush Bhandari,12,Delhi-Kolkata,1949,8/20/2023 0:00,9/1/2023 0:00,On Time,,597
1914,Ehsaan Gandhi,14,Mumbai-Pune,518,10/26/2023 0:00,11/9/2023 0:00,On Time,,1169
1915,Ritvik Andra,14,Delhi-Mumbai,187,12/4/2023 0:00,12/18/2023 0:00,Early,,2274
1916,Kiaan Dash,12,Chennai-Hyderabad,1732,5/31/2023 0:00,6/12/2023 0:00,Early,,2045
1917,Kismat Raval,9,Mumbai-Bangalore,755,7/24/2023 0:00,8/2/2023 0:00,On Time,,820
1918,Rhea Bail,14,Kolkata-Chennai,1131,11/16/2023 0:00,11/30/2023 0:00,On Time,,1033
1919,Zara Bhasin,11,Delhi-Kolkata,1600,9/12/2023 0:00,9/23/2023 0:00,On Time,,1319
1920,Advika Roy,3,Pune-Mumbai,314,5/17/2023 0:00,5/20/2023 0:00,Delayed,Weather,866
1921,Alisha Lata,9,Mumbai-Pune,1808,5/15/2023 0:00,5/24/2023 0:00,On Time,,1707
1922,Pihu Roy,14,Kolkata-Chennai,1858,2/23/2023 0:00,3/9/2023 0:00,Delayed,Traffic,916
1923,Nishith Solanki,2,Mumbai-Pune,651,3/6/2023 0:00,3/8/2023 0:00,On Time,,1228
1924,Indrans Shan,12,Chennai-Hyderabad,1620,1/2/2023 0:00,1/14/2023 0:00,Delayed,Weather,1737
1925,Neysa Chand,3,Delhi-Hyderabad,1817,5/12/2023 0:00,5/15/2023 0:00,On Time,,1347
1926,Ivan Khatri,9,Delhi-Hyderabad,602,11/30/2023 0:00,12/9/2023 0:00,On Time,,1169
1927,Madhup Mani,8,Delhi-Mumbai,1905,2/1/2023 0:00,2/9/2023 0:00,On Time,,1733
1928,Jayesh Srinivas,6,Delhi-Hyderabad,798,12/22/2023 0:00,12/28/2023 0:00,On Time,,2443
1929,Samarth Kibe,14,Mumbai-Pune,344,12/26/2023 0:00,1/9/2024 0:00,Early,,632
1930,Adira Sangha,11,Pune-Mumbai,1601,8/31/2023 0:00,9/11/2023 0:00,On Time,,552
1931,Charvi Bahl,3,Delhi-Mumbai,408,7/11/2023 0:00,7/14/2023 0:00,On Time,,1240
1932,Bhavin Dyal,10,Hyderabad-Chennai,330,5/22/2023 0:00,6/1/2023 0:00,Early,,1194
1933,Faiyaz Chakraborty,6,Kolkata-Chennai,1506,5/28/2023 0:00,6/3/2023 0:00,On Time,,522
1934,Shanaya Yohannan,9,Chennai-Hyderabad,254,3/30/2023 0:00,4/8/2023 0:00,On Time,,1629
1935,Aaina Choudhury,14,Delhi-Mumbai,1298,2/18/2023 0:00,3/4/2023 0:00,Delayed,Weather,2126
1936,Nitya Ahuja,5,Mumbai-Pune,947,5/16/2023 0:00,5/21/2023 0:00,Delayed,Weather,2154
1937,Krish Dhaliwal,10,Kolkata-Chennai,214,7/10/2023 0:00,7/20/2023 0:00,On Time,,959
1938,Damini Walla,11,Pune-Mumbai,1513,5/29/2023 0:00,6/9/2023 0:00,Delayed,Weather,1149
1939,Samarth Hayre,8,Bangalore-Chennai,410,3/28/2023 0:00,4/5/2023 0:00,Delayed,Traffic,981
1940,Bhamini Gopal,3,Chennai-Hyderabad,1092,1/8/2023 0:00,1/11/2023 0:00,On Time,,619
1941,Mamooty Bhardwaj,4,Mumbai-Pune,399,8/11/2023 0:00,8/15/2023 0:00,Delayed,Weather,1172
1942,Khushi Master,3,Chennai-Hyderabad,1141,12/23/2023 0:00,12/26/2023 0:00,Delayed,Route Issue,707
1943,Samar Banerjee,6,Delhi-Kolkata,883,1/16/2023 0:00,1/22/2023 0:00,Early,,2384
1944,Onkar Ravel,3,Bangalore-Chennai,111,10/23/2023 0:00,10/26/2023 0:00,Early,,817
1945,Mohanlal Warrior,6,Kolkata-Chennai,1527,4/16/2023 0:00,4/22/2023 0:00,On Time,,837
1946,Hansh Dhaliwal,14,Delhi-Hyderabad,1936,10/10/2023 0:00,10/24/2023 0:00,On Time,,654
1947,Shanaya Dhar,10,Mumbai-Pune,1827,4/14/2023 0:00,4/24/2023 0:00,On Time,,2298
1948,Diya Bhalla,3,Chennai-Hyderabad,331,12/27/2023 0:00,12/30/2023 0:00,On Time,,1367
1949,Misha Jaggi,10,Kolkata-Chennai,1054,5/26/2023 0:00,6/5/2023 0:00,On Time,,1678
1950,Purab Dua,8,Delhi-Hyderabad,1728,2/4/2023 0:00,2/12/2023 0:00,Delayed,Route Issue,2365
1951,Darshit Mannan,8,Pune-Mumbai,829,4/23/2023 0:00,5/1/2023 0:00,On Time,,893
1952,Sana Hans,6,Pune-Mumbai,1401,11/4/2023 0:00,11/10/2023 0:00,On Time,,1004
1953,Dhruv Rout,9,Chennai-Hyderabad,1476,2/22/2023 0:00,3/3/2023 0:00,Delayed,Weather,1470
1954,Anya Lata,8,Delhi-Mumbai,1117,12/13/2023 0:00,12/21/2023 0:00,Delayed,Traffic,812
1955,Lakshay Kade,7,Delhi-Kolkata,1098,3/22/2023 0:00,3/29/2023 0:00,Delayed,Traffic,2321
1956,Nishith Dora,3,Delhi-Mumbai,402,4/14/2023 0:00,4/17/2023 0:00,On Time,,1782
1957,Shray Chaudhry,7,Delhi-Kolkata,640,11/18/2023 0:00,11/25/2023 0:00,Delayed,Weather,1680
1958,Yakshit Tripathi,3,Mumbai-Pune,569,8/30/2023 0:00,9/2/2023 0:00,Early,,513
1959,Rati Karpe,2,Hyderabad-Chennai,912,1/31/2023 0:00,2/2/2023 0:00,On Time,,576
1960,Tushar Karan,10,Chennai-Hyderabad,176,11/13/2023 0:00,11/23/2023 0:00,On Time,,1862
1961,Samiha Dua,14,Mumbai-Bangalore,1119,7/11/2023 0:00,7/25/2023 0:00,Early,,908
1962,Romil Sheth,6,Chennai-Hyderabad,1644,12/23/2023 0:00,12/29/2023 0:00,On Time,,893
1963,Nitya Anne,11,Bangalore-Chennai,123,12/27/2023 0:00,1/7/2024 0:00,On Time,,2370
1964,Biju Borra,11,Delhi-Hyderabad,1138,8/21/2023 0:00,9/1/2023 0:00,On Time,,719
1965,Saanvi Savant,5,Bangalore-Chennai,775,4/8/2023 0:00,4/13/2023 0:00,On Time,,1243
1966,Rohan Viswanathan,13,Pune-Mumbai,624,2/3/2023 0:00,2/16/2023 0:00,On Time,,932
1967,Raghav Sharma,12,Delhi-Kolkata,446,8/31/2023 0:00,9/12/2023 0:00,On Time,,1305
1968,Tiya Warrior,9,Delhi-Hyderabad,271,2/28/2023 0:00,3/9/2023 0:00,On Time,,1978
1969,Manikya Shanker,6,Pune-Mumbai,1992,9/16/2023 0:00,9/22/2023 0:00,On Time,,2177
1970,Heer Wason,8,Delhi-Hyderabad,1450,1/17/2023 0:00,1/25/2023 0:00,Delayed,Traffic,2286
1971,Dharmajan Sura,4,Delhi-Mumbai,811,3/19/2023 0:00,3/23/2023 0:00,Early,,2449
1972,Kiaan Deshpande,9,Pune-Mumbai,1608,7/25/2023 0:00,8/3/2023 0:00,On Time,,2331
1973,Emir Mandal,9,Delhi-Mumbai,588,10/29/2023 0:00,11/7/2023 0:00,Delayed,Route Issue,1663
1974,Darshit Rana,4,Delhi-Mumbai,1585,6/15/2023 0:00,6/19/2023 0:00,On Time,,1487
1975,Aradhya Date,10,Delhi-Hyderabad,477,10/18/2023 0:00,10/28/2023 0:00,On Time,,2021
1976,Mamooty Arya,9,Kolkata-Chennai,1711,4/22/2023 0:00,5/1/2023 0:00,Early,,1153
1977,Riya Venkataraman,2,Bangalore-Chennai,1287,11/13/2023 0:00,11/15/2023 0:00,On Time,,2164
1978,Zeeshan Acharya,9,Pune-Mumbai,471,12/19/2023 0:00,12/28/2023 0:00,On Time,,2359
1979,Akarsh Jayaraman,13,Mumbai-Bangalore,1696,5/25/2023 0:00,6/7/2023 0:00,On Time,,1316
1980,Veer Koshy,12,Kolkata-Chennai,1099,6/5/2023 0:00,6/17/2023 0:00,Delayed,Traffic,2053
1981,Jayant Mani,5,Bangalore-Chennai,1076,6/27/2023 0:00,7/2/2023 0:00,On Time,,1254
1982,Farhan Bhargava,7,Pune-Mumbai,1547,12/12/2023 0:00,12/19/2023 0:00,On Time,,1175
1983,Pihu Dasgupta,14,Delhi-Kolkata,856,5/16/2023 0:00,5/30/2023 0:00,Delayed,Weather,1331
1984,Myra Kale,11,Bangalore-Chennai,576,11/11/2023 0:00,11/22/2023 0:00,On Time,,1619
1985,Mannat Kumer,10,Mumbai-Bangalore,481,1/18/2023 0:00,1/28/2023 0:00,On Time,,527
1986,Darshit Keer,6,Chennai-Hyderabad,254,12/17/2023 0:00,12/23/2023 0:00,On Time,,1487
1987,Ryan Mangal,8,Mumbai-Pune,356,6/4/2023 0:00,6/12/2023 0:00,On Time,,1753
1988,Divyansh Kapoor,14,Delhi-Mumbai,1879,9/29/2023 0:00,10/13/2023 0:00,On Time,,915
1989,Anahita Devan,2,Mumbai-Pune,773,9/23/2023 0:00,9/25/2023 0:00,Delayed,Weather,1979
1990,Shray Thakur,10,Kolkata-Chennai,167,12/26/2023 0:00,1/5/2024 0:00,Delayed,Traffic,524
1991,Yuvaan Samra,7,Chennai-Hyderabad,443,11/28/2023 0:00,12/5/2023 0:00,On Time,,2210
1992,Manikya Issac,12,Delhi-Mumbai,1400,1/16/2023 0:00,1/28/2023 0:00,On Time,,1927
1993,Tarini Dyal,5,Pune-Mumbai,772,1/12/2023 0:00,1/17/2023 0:00,On Time,,1172
1994,Aaryahi Korpal,7,Kolkata-Chennai,490,3/16/2023 0:00,3/23/2023 0:00,On Time,,1041
1995,Kiara Cheema,6,Mumbai-Bangalore,1572,7/31/2023 0:00,8/6/2023 0:00,On Time,,664
1996,Anvi Khare,4,Delhi-Hyderabad,358,6/28/2023 0:00,7/2/2023 0:00,On Time,,707
1997,Kaira Jain,8,Pune-Mumbai,406,5/9/2023 0:00,5/17/2023 0:00,On Time,,1448
1998,Navya Bassi,4,Bangalore-Chennai,1970,10/10/2023 0:00,10/14/2023 0:00,On Time,,1484
1999,Samar Krishna,14,Delhi-Hyderabad,1218,7/14/2023 0:00,7/28/2023 0:00,On Time,,1113
2000,Ayesha Singhal,14,Kolkata-Chennai,1049,9/25/2023 0:00,10/9/2023 0:00,On Time,,872
2001,Shanaya Rao,3,Bangalore-Chennai,1587,1/30/2023 0:00,2/2/2023 0:00,On Time,,1117
2002,Kimaya Varughese,5,Mumbai-Bangalore,1069,1/9/2023 0:00,1/14/2023 0:00,On Time,,2365
2003,Mehul Dass,8,Mumbai-Pune,345,11/5/2023 0:00,11/13/2023 0:00,Delayed,Weather,568
2004,Kismat Deol,6,Bangalore-Chennai,832,11/6/2023 0:00,11/12/2023 0:00,On Time,,2043
2005,Gatik Deshmukh,10,Mumbai-Pune,1758,6/14/2023 0:00,6/24/2023 0:00,On Time,,2158
2006,Eva Keer,11,Delhi-Mumbai,286,7/12/2023 0:00,7/23/2023 0:00,On Time,,1876
